payment_id,issuer,payment_method,amount_inr,status,error_reason,hour_of_day,day_of_month
pay_northwind_0780,Union Bank of India,upi,500.32,captured,,4,9
pay_northwind_0781,Bank of Baroda,upi,500.32,captured,,5,5
pay_northwind_0782,Airtel Payments Bank Limited,upi,3495.23,captured,,23,9
pay_northwind_0783,UCO Bank,card,744.28,captured,,4,1
pay_northwind_0784,HDFC Bank Ltd.,upi,157.75,captured,,1,24
pay_northwind_0785,State Bank of India,upi,9.44,captured,,1,4
pay_northwind_0786,Axis Bank Ltd.,upi,436.54,captured,,17,28
pay_northwind_0787,Airtel Payments Bank Limited,upi,159.48,captured,,0,18
pay_northwind_0788,State Bank of India,upi,949.21,captured,,1,18
pay_northwind_0789,State Bank of India,upi,459.38,captured,,23,18
pay_northwind_0790,Bank Of India,upi,137.79,captured,,0,22
pay_northwind_0791,Fino Payments Bank Ltd.,upi,58.16,captured,,1,12
pay_northwind_0792,Union Bank of India,upi,983.85,captured,,23,23
pay_northwind_0793,HDFC Bank Ltd.,upi,668.45,captured,,23,16
pay_northwind_0794,Airtel Payments Bank Limited,upi,688.98,captured,,2,1
pay_northwind_0795,Punjab National Bank,upi,8.85,captured,,2,20
pay_northwind_0796,Axis Bank Ltd.,upi,198.37,captured,,13,25
pay_northwind_0797,Punjab National Bank,upi,122.12,captured,,23,4
pay_northwind_0798,UCO Bank,upi,133.09,captured,,18,5
pay_northwind_0799,HDFC Bank Ltd.,upi,76.7,captured,,5,4
pay_northwind_0800,Punjab National Bank,upi,1068.93,captured,,17,24
pay_northwind_0801,HDFC Bank Ltd.,card,800.22,captured,,1,6
pay_northwind_0802,Bank of Baroda,upi,65.73,captured,,23,8
pay_northwind_0803,India Post Payments Bank Limited,upi,379.47,failed,payment_declined,0,14
pay_northwind_0804,Axis Bank Ltd.,upi,170.63,failed,incorrect_pin,23,11
pay_northwind_0805,Airtel Payments Bank Limited,netbanking,4857.56,failed,credit_limit_exceeded,14,25
pay_northwind_0806,State Bank of India,upi,515.14,captured,,1,3
pay_northwind_0807,State Bank of India,upi,46.3,captured,,21,10
pay_northwind_0808,India Post Payments Bank Limited,upi,886.82,captured,,5,22
pay_northwind_0809,Union Bank of India,upi,447.38,captured,,3,14
pay_northwind_0810,State Bank of India,upi,92.54,captured,,0,14
pay_northwind_0811,State Bank of India,upi,81.49,captured,,3,9
pay_northwind_0812,India Post Payments Bank Limited,netbanking,25.38,captured,,2,14
pay_northwind_0813,Indian Bank,upi,392.15,captured,,5,5
pay_northwind_0814,State Bank of India,upi,755.0,captured,,0,7
pay_northwind_0815,State Bank of India,upi,112.23,captured,,20,6
pay_northwind_0816,Airtel Payments Bank Limited,upi,72.01,captured,,3,20
pay_northwind_0817,Canara Bank,upi,2463.37,captured,,1,11
pay_northwind_0818,Indian Bank,upi,175.17,captured,,22,8
pay_northwind_0819,Bank of Baroda,card,524.31,captured,,3,9
pay_northwind_0820,Axis Bank Ltd.,upi,120.32,captured,,1,15
pay_northwind_0821,Axis Bank Ltd.,upi,822.6,captured,,4,10
pay_northwind_0822,Kotak Mahindra Bank,card,386.56,captured,,5,17
pay_northwind_0823,Punjab National Bank,upi,158.18,captured,,0,20
pay_northwind_0824,Federal Bank Ltd.,card,317.74,captured,,2,2
pay_northwind_0825,Union Bank of India,upi,188.24,captured,,4,16
pay_northwind_0826,UCO Bank,upi,46.01,captured,,2,24
pay_northwind_0827,State Bank of India,upi,903.11,captured,,23,23
pay_northwind_0828,Bank of Baroda,upi,716.03,captured,,4,15
pay_northwind_0829,Punjab National Bank,upi,553.0,captured,,8,16
pay_northwind_0830,Bank Of India,upi,131.36,captured,,3,10
pay_northwind_0831,Union Bank of India,upi,162.87,captured,,1,20
pay_northwind_0832,HDFC Bank Ltd.,upi,856.58,captured,,18,18
pay_northwind_0833,State Bank of India,upi,2600.5,captured,,0,7
pay_northwind_0834,Central Bank of India,upi,140.2,captured,,5,24
pay_northwind_0835,State Bank of India,upi,159.19,captured,,4,14
pay_northwind_0836,HDFC Bank Ltd.,upi,893.98,captured,,23,2
pay_northwind_0837,Bank of Baroda,upi,53.82,captured,,2,24
pay_northwind_0838,State Bank of India,card,3671.18,captured,,1,15
pay_northwind_0839,Punjab National Bank,upi,116.19,captured,,2,18
pay_northwind_0840,Axis Bank Ltd.,card,276.56,captured,,20,22
pay_northwind_0841,Fino Payments Bank Ltd.,upi,2685.86,failed,issuer_technical_error,2,27
pay_northwind_0842,Canara Bank,upi,189.98,captured,,3,2
pay_northwind_0843,Kotak Mahindra Bank,upi,331.03,captured,,2,4
pay_northwind_0844,Canara Bank,upi,871.12,captured,,15,22
pay_northwind_0845,India Post Payments Bank Limited,netbanking,295.2,captured,,4,9
pay_northwind_0846,State Bank of India,upi,142.51,captured,,12,24
pay_northwind_0847,State Bank of India,card,358.62,captured,,23,25
pay_northwind_0848,Federal Bank Ltd.,upi,625.35,captured,,13,9
pay_northwind_0849,State Bank of India,upi,411.82,captured,,0,14
pay_northwind_0850,Kotak Mahindra Bank,upi,244.91,captured,,4,26
pay_northwind_0851,State Bank of India,upi,234.94,captured,,4,4
pay_northwind_0852,Indian Bank,upi,1175.14,captured,,2,2
pay_northwind_0853,India Post Payments Bank Limited,upi,47.18,captured,,0,25
pay_northwind_0854,Axis Bank Ltd.,upi,65.45,captured,,4,28
pay_northwind_0855,HDFC Bank Ltd.,upi,11.5,captured,,1,2
pay_northwind_0856,HDFC Bank Ltd.,upi,454.47,captured,,0,4
pay_northwind_0857,State Bank of India,upi,494.65,captured,,2,4
pay_northwind_0858,India Post Payments Bank Limited,upi,4472.16,captured,,23,21
pay_northwind_0859,State Bank of India,upi,196.09,captured,,0,3
pay_northwind_0860,Bank of Baroda,upi,534.15,captured,,4,27
pay_northwind_0861,State Bank of India,upi,622.61,captured,,14,25
pay_northwind_0862,State Bank of India,upi,435.52,captured,,4,22
pay_northwind_0863,State Bank of India,upi,560.31,captured,,23,18
pay_northwind_0864,Federal Bank Ltd.,upi,164.53,captured,,2,20
pay_northwind_0865,State Bank of India,upi,905.29,failed,transaction_daily_limit_exceeded,2,18
pay_northwind_0866,State Bank of India,upi,797.7,captured,,5,16
pay_northwind_0867,Indian Bank,upi,239.21,captured,,15,2
pay_northwind_0868,Punjab National Bank,upi,867.55,failed,transaction_frequency_limit_exceeded,3,12
pay_northwind_0869,India Post Payments Bank Limited,upi,4453.06,captured,,5,11
pay_northwind_0870,State Bank of India,upi,215.27,captured,,23,6
pay_northwind_0871,Indian Bank,upi,91.46,captured,,0,4
pay_northwind_0872,State Bank of India,upi,136.99,captured,,2,17
pay_northwind_0873,Bank of Baroda,upi,85.21,captured,,5,7
pay_northwind_0874,Indusind Bank Ltd.,upi,823.37,captured,,4,3
pay_northwind_0875,Punjab National Bank,card,495.58,failed,transaction_frequency_limit_exceeded,1,25
pay_northwind_0876,Punjab National Bank,upi,40.89,captured,,2,3
pay_northwind_0877,Fino Payments Bank Ltd.,upi,144.37,captured,,14,6
pay_northwind_0878,Central Bank of India,upi,366.83,captured,,1,22
pay_northwind_0879,Kotak Mahindra Bank,upi,955.74,captured,,5,18
pay_northwind_0880,Bank of Baroda,upi,351.07,failed,payment_session_expired,5,7
pay_northwind_0881,Airtel Payments Bank Limited,upi,902.88,captured,,3,12
pay_northwind_0882,Kotak Mahindra Bank,card,937.95,captured,,5,14
pay_northwind_0883,Union Bank of India,card,417.51,failed,transaction_daily_limit_exceeded,1,23
pay_northwind_0884,Bank of Baroda,upi,863.04,captured,,2,4
pay_northwind_0885,Airtel Payments Bank Limited,upi,834.42,captured,,1,27
pay_northwind_0886,Bank Of India,upi,396.19,captured,,13,25
pay_northwind_0887,State Bank of India,upi,70.44,captured,,2,26
pay_northwind_0888,State Bank of India,upi,435.44,captured,,1,1
pay_northwind_0889,Indian Bank,card,150.68,captured,,7,16
pay_northwind_0890,State Bank of India,upi,714.29,captured,,5,11
pay_northwind_0891,Central Bank of India,upi,114.67,captured,,4,11
pay_northwind_0892,Indian Overseas Bank,upi,2576.04,captured,,9,28
pay_northwind_0893,HDFC Bank Ltd.,netbanking,808.75,captured,,1,2
pay_northwind_0894,India Post Payments Bank Limited,upi,326.55,captured,,4,23
pay_northwind_0895,Indian Bank,upi,3940.94,captured,,23,23
pay_northwind_0896,Bank of Baroda,upi,172.26,captured,,23,27
pay_northwind_0897,State Bank of India,upi,580.6,captured,,0,12
pay_northwind_0898,Union Bank of India,upi,581.17,captured,,0,24
pay_northwind_0899,HDFC Bank Ltd.,upi,623.67,captured,,22,7
pay_northwind_0900,ICICI Bank Ltd.,upi,126.38,captured,,0,4
pay_northwind_0901,State Bank of India,upi,899.5,captured,,0,9
pay_northwind_0902,ICICI Bank Ltd.,card,990.67,failed,incorrect_card_details,5,18
pay_northwind_0903,State Bank of India,upi,184.4,captured,,23,21
pay_northwind_0904,Bank Of India,upi,190.36,failed,transaction_frequency_limit_exceeded,3,14
pay_northwind_0905,State Bank of India,upi,768.89,captured,,3,21
pay_northwind_0906,Bank of Maharashtra,upi,856.19,captured,,7,23
pay_northwind_0907,HDFC Bank Ltd.,card,541.72,captured,,23,3
pay_northwind_0908,Airtel Payments Bank Limited,upi,122.5,captured,,4,28
pay_northwind_0909,Central Bank of India,upi,115.53,captured,,0,22
pay_northwind_0910,Axis Bank Ltd.,upi,131.74,captured,,10,24
pay_northwind_0911,Union Bank of India,upi,2473.3,captured,,4,2
pay_northwind_0912,Union Bank of India,card,72.31,captured,,7,5
pay_northwind_0913,India Post Payments Bank Limited,upi,569.63,failed,payment_collect_request_expired,2,15
pay_northwind_0914,HDFC Bank Ltd.,upi,506.26,captured,,23,18
pay_northwind_0915,State Bank of India,upi,3288.82,captured,,3,9
pay_northwind_0916,Bank of Baroda,upi,1927.15,captured,,0,26
pay_northwind_0917,ICICI Bank Ltd.,upi,435.2,failed,payment_pending,0,23
pay_northwind_0918,Bank Of India,card,1928.6,captured,,2,9
pay_northwind_0919,India Post Payments Bank Limited,upi,887.84,captured,,3,23
pay_northwind_0920,Indusind Bank Ltd.,upi,6545.64,failed,payment_pending_approval,3,4
pay_northwind_0921,HDFC Bank Ltd.,upi,494.43,captured,,2,20
pay_northwind_0922,State Bank of India,upi,182.0,failed,transaction_frequency_limit_exceeded,21,10
pay_northwind_0923,Axis Bank Ltd.,card,279.87,captured,,23,9
pay_northwind_0924,Axis Bank Ltd.,upi,8.71,failed,insufficient_funds,3,10
pay_northwind_0925,HDFC Bank Ltd.,upi,4956.28,captured,,2,20
pay_northwind_0926,Kotak Mahindra Bank,upi,111.55,captured,,0,4
pay_northwind_0927,HDFC Bank Ltd.,upi,91.87,captured,,1,27
pay_northwind_0928,State Bank of India,upi,138.18,failed,transaction_on_vpa_restricted,0,28
pay_northwind_0929,Fino Payments Bank Ltd.,upi,3000.93,failed,payment_collect_request_expired,1,22
pay_northwind_0930,India Post Payments Bank Limited,upi,1104.08,captured,,23,21
pay_northwind_0931,Airtel Payments Bank Limited,upi,713.14,captured,,0,5
pay_northwind_0932,HDFC Bank Ltd.,upi,702.06,captured,,10,13
pay_northwind_0933,State Bank of India,upi,77.31,captured,,22,24
pay_northwind_0934,Kotak Mahindra Bank,upi,479.25,captured,,0,12
pay_northwind_0935,Canara Bank,card,167.84,captured,,4,1
pay_northwind_0936,Kotak Mahindra Bank,upi,524.3,captured,,3,18
pay_northwind_0937,Axis Bank Ltd.,upi,557.75,captured,,3,27
pay_northwind_0938,Airtel Payments Bank Limited,upi,610.79,failed,refund_limit_crossed,1,9
pay_northwind_0939,Axis Bank Ltd.,upi,622.27,captured,,23,22
pay_northwind_0940,HDFC Bank Ltd.,upi,27.14,captured,,21,20
pay_northwind_0941,Kotak Mahindra Bank,card,533.08,captured,,3,17
pay_northwind_0942,State Bank of India,upi,107.45,captured,,4,1
pay_northwind_0943,India Post Payments Bank Limited,upi,136.61,failed,transaction_daily_limit_exceeded,3,19
pay_northwind_0944,State Bank of India,card,877.17,captured,,1,3
pay_northwind_0945,HDFC Bank Ltd.,upi,8886.68,captured,,18,23
pay_northwind_0946,Punjab National Bank,upi,197.46,captured,,12,5
pay_northwind_0947,UCO Bank,upi,4015.83,captured,,4,22
pay_northwind_0948,Bank Of India,upi,831.56,captured,,11,23
pay_northwind_0949,Axis Bank Ltd.,upi,4.63,captured,,23,14
pay_northwind_0950,India Post Payments Bank Limited,upi,144.15,captured,,1,18
pay_northwind_0951,Axis Bank Ltd.,upi,985.45,captured,,3,19
pay_northwind_0952,Federal Bank Ltd.,upi,3416.49,captured,,3,9
pay_northwind_0953,Axis Bank Ltd.,upi,929.94,captured,,4,13
pay_northwind_0954,State Bank of India,upi,68.16,captured,,23,11
pay_northwind_0955,Axis Bank Ltd.,upi,41.74,captured,,5,14
pay_northwind_0956,Kotak Mahindra Bank,upi,4224.92,captured,,3,7
pay_northwind_0957,Fino Payments Bank Ltd.,card,368.01,captured,,3,10
pay_northwind_0958,Bank of Baroda,upi,298.89,captured,,2,5
pay_northwind_0959,Bank Of India,upi,111.01,captured,,0,5
pay_northwind_0960,Punjab National Bank,upi,129.93,captured,,2,22
pay_northwind_0961,Bank Of India,card,221.38,captured,,4,26
pay_northwind_0962,Union Bank of India,upi,410.05,captured,,22,28
pay_northwind_0963,HDFC Bank Ltd.,upi,164.48,captured,,2,13
pay_northwind_0964,Kotak Mahindra Bank,upi,168.94,captured,,1,16
pay_northwind_0965,Canara Bank,upi,420.88,failed,credit_limit_exceeded,1,11
pay_northwind_0966,Punjab National Bank,upi,74.38,captured,,16,15
pay_northwind_0967,Union Bank of India,card,675.1,failed,order_amount_mismatch,1,1
pay_northwind_0968,Axis Bank Ltd.,upi,4223.06,captured,,3,26
pay_northwind_0969,Union Bank of India,upi,436.26,captured,,1,22
pay_northwind_0970,Kotak Mahindra Bank,upi,291.55,captured,,0,3
pay_northwind_0971,HDFC Bank Ltd.,upi,357.05,captured,,23,16
pay_northwind_0972,Punjab National Bank,upi,104.2,failed,otp_attempts_exceeded,1,3
pay_northwind_0973,Bank Of India,upi,4796.96,failed,debit_declined,3,18
pay_northwind_0974,Union Bank of India,upi,965.36,failed,pin_not_set,6,17
pay_northwind_0975,State Bank of India,upi,358.26,captured,,16,28
pay_northwind_0976,HDFC Bank Ltd.,upi,97.49,captured,,23,14
pay_northwind_0977,Indian Overseas Bank,upi,339.06,captured,,4,11
pay_northwind_0978,State Bank of India,upi,598.65,failed,transaction_limit_exceeded,2,14
pay_northwind_0979,India Post Payments Bank Limited,upi,450.08,captured,,5,10
pay_northwind_0980,State Bank of India,upi,408.27,captured,,18,17
pay_northwind_0981,India Post Payments Bank Limited,upi,457.85,captured,,22,19
pay_northwind_0982,Kotak Mahindra Bank,upi,916.05,captured,,17,25
pay_northwind_0983,Union Bank of India,upi,557.77,captured,,23,4
pay_northwind_0984,Union Bank of India,upi,1675.77,captured,,12,5
pay_northwind_0985,Union Bank of India,upi,124.63,failed,incorrect_otp,23,25
pay_northwind_0986,State Bank of India,upi,689.82,captured,,3,23
pay_northwind_0987,Bank of Baroda,upi,1775.34,captured,,22,11
pay_northwind_0988,State Bank of India,upi,14345.22,captured,,1,5
pay_northwind_0989,State Bank of India,upi,141.03,captured,,21,13
pay_northwind_0990,Bank Of India,upi,387.94,captured,,23,15
pay_northwind_0991,Canara Bank,card,85.7,captured,,5,4
pay_northwind_0992,State Bank of India,upi,1555.91,captured,,5,11
pay_northwind_0993,Central Bank of India,upi,33.61,captured,,5,24
pay_northwind_0994,State Bank of India,upi,456.29,captured,,3,13
pay_northwind_0995,State Bank of India,upi,728.39,captured,,3,11
pay_northwind_0996,HDFC Bank Ltd.,upi,41.33,captured,,3,1
pay_northwind_0997,Axis Bank Ltd.,upi,197.57,captured,,2,5
pay_northwind_0998,ICICI Bank Ltd.,upi,112.33,captured,,0,26
pay_northwind_0999,Union Bank of India,upi,669.7,captured,,4,13
pay_northwind_1000,Bank of Baroda,upi,3900.79,captured,,23,3
pay_northwind_1001,State Bank of India,upi,435.81,captured,,0,21
pay_northwind_1002,Airtel Payments Bank Limited,upi,889.02,failed,authentication_failed,2,3
pay_northwind_1003,State Bank of India,netbanking,606.9,captured,,4,23
pay_northwind_1004,HDFC Bank Ltd.,upi,51.73,captured,,23,21
pay_northwind_1005,India Post Payments Bank Limited,upi,356.9,failed,pin_attempts_exceeded,15,22
pay_northwind_1006,Union Bank of India,upi,41.89,captured,,1,22
pay_northwind_1007,Bank of Baroda,upi,968.9,captured,,23,18
pay_northwind_1008,State Bank of India,upi,903.35,captured,,4,3
pay_northwind_1009,Bank of Baroda,upi,4500.97,captured,,3,24
pay_northwind_1010,State Bank of India,upi,231.77,captured,,3,14
pay_northwind_1011,State Bank of India,upi,22.54,captured,,8,21
pay_northwind_1012,ICICI Bank Ltd.,upi,33.5,captured,,4,23
pay_northwind_1013,State Bank of India,netbanking,566.44,failed,transaction_frequency_limit_exceeded,10,1
pay_northwind_1014,ICICI Bank Ltd.,upi,569.24,captured,,2,26
pay_northwind_1015,UCO Bank,upi,803.76,captured,,23,2
pay_northwind_1016,State Bank of India,upi,4256.44,captured,,4,17
pay_northwind_1017,Indian Bank,upi,12.0,captured,,3,2
pay_northwind_1018,Canara Bank,upi,113.54,captured,,0,26
pay_northwind_1019,State Bank of India,card,277.18,captured,,20,24
pay_northwind_1020,India Post Payments Bank Limited,upi,4541.59,captured,,3,28
pay_northwind_1021,Union Bank of India,upi,330.64,captured,,23,28
pay_northwind_1022,Canara Bank,netbanking,3032.66,captured,,3,21
pay_northwind_1023,Axis Bank Ltd.,upi,482.23,captured,,19,17
pay_northwind_1024,Union Bank of India,upi,651.3,captured,,19,19
pay_northwind_1025,Canara Bank,upi,287.38,captured,,0,8
pay_northwind_1026,UCO Bank,card,668.51,captured,,2,14
pay_northwind_1027,Canara Bank,upi,111.91,captured,,5,28
pay_northwind_1028,Indian Overseas Bank,upi,105.85,captured,,3,8
pay_northwind_1029,State Bank of India,netbanking,162.46,captured,,5,13
pay_northwind_1030,Canara Bank,upi,351.1,captured,,5,2
pay_northwind_1031,Indusind Bank Ltd.,upi,934.45,failed,transaction_frequency_limit_exceeded,3,14
pay_northwind_1032,HDFC Bank Ltd.,upi,174.26,captured,,0,7
pay_northwind_1033,Indusind Bank Ltd.,upi,710.07,captured,,0,1
pay_northwind_1034,Canara Bank,netbanking,2845.82,captured,,23,10
pay_northwind_1035,Axis Bank Ltd.,netbanking,57.18,captured,,8,15
pay_northwind_1036,State Bank of India,upi,457.12,captured,,5,13
pay_northwind_1037,Kotak Mahindra Bank,upi,732.49,captured,,23,4
pay_northwind_1038,Indian Bank,upi,335.62,captured,,21,19
pay_northwind_1039,Airtel Payments Bank Limited,upi,752.44,captured,,2,20
pay_northwind_1040,State Bank of India,upi,90.42,captured,,21,14
pay_northwind_1041,HDFC Bank Ltd.,upi,406.55,captured,,0,22
pay_northwind_1042,Canara Bank,upi,56.5,captured,,2,5
pay_northwind_1043,State Bank of India,upi,299.53,captured,,5,19
pay_northwind_1044,State Bank of India,upi,241.89,captured,,5,15
pay_northwind_1045,Airtel Payments Bank Limited,upi,122.22,captured,,3,17
pay_northwind_1046,State Bank of India,upi,557.63,captured,,19,26
pay_northwind_1047,State Bank of India,upi,562.26,captured,,4,26
pay_northwind_1048,ICICI Bank Ltd.,upi,231.37,captured,,5,28
pay_northwind_1049,State Bank of India,card,523.64,captured,,0,12
pay_northwind_1050,Union Bank of India,upi,3999.78,captured,,2,2
pay_northwind_1051,State Bank of India,card,228.15,captured,,2,10
pay_northwind_1052,Fino Payments Bank Ltd.,card,147.46,captured,,2,2
pay_northwind_1053,India Post Payments Bank Limited,upi,578.05,failed,authentication_failed,2,24
pay_northwind_1054,State Bank of India,upi,486.47,captured,,4,14
pay_northwind_1055,Punjab National Bank,upi,669.34,captured,,23,7
pay_northwind_1056,Kotak Mahindra Bank,upi,756.09,captured,,1,8
pay_northwind_1057,Punjab National Bank,upi,127.09,captured,,20,22
pay_northwind_1058,India Post Payments Bank Limited,upi,2185.55,captured,,3,13
pay_northwind_1059,State Bank of India,upi,191.22,captured,,0,8
pay_northwind_1060,Canara Bank,upi,4596.13,failed,upi_collect_not_enabled,0,17
pay_northwind_1061,State Bank of India,upi,27.68,captured,,1,26
pay_northwind_1062,Punjab National Bank,upi,95.15,captured,,0,2
pay_northwind_1063,Punjab National Bank,upi,136.92,failed,credit_limit_inactive,2,14
pay_northwind_1064,Kotak Mahindra Bank,upi,799.23,captured,,22,22
pay_northwind_1065,HDFC Bank Ltd.,upi,17116.37,failed,transaction_frequency_limit_exceeded,4,23
pay_northwind_1066,Axis Bank Ltd.,upi,787.61,failed,transaction_limit_exceeded,4,5
pay_northwind_1067,Axis Bank Ltd.,upi,3651.16,captured,,4,25
pay_northwind_1068,State Bank of India,upi,270.01,captured,,3,27
pay_northwind_1069,India Post Payments Bank Limited,upi,440.45,captured,,5,4
pay_northwind_1070,State Bank of India,upi,73.44,captured,,2,12
pay_northwind_1071,Canara Bank,netbanking,576.34,failed,transaction_daily_count_exceeded,4,26
pay_northwind_1072,State Bank of India,upi,739.61,captured,,5,6
pay_northwind_1073,HDFC Bank Ltd.,netbanking,376.55,captured,,2,16
pay_northwind_1074,Axis Bank Ltd.,upi,855.61,captured,,6,20
pay_northwind_1075,Indian Bank,card,455.99,captured,,9,27
pay_northwind_1076,State Bank of India,netbanking,567.4,captured,,18,20
pay_northwind_1077,State Bank of India,upi,382.6,captured,,4,12
pay_northwind_1078,Bank of Baroda,card,6.6,captured,,5,3
pay_northwind_1079,Central Bank of India,upi,57.56,captured,,0,4
pay_northwind_1080,State Bank of India,upi,834.23,captured,,1,13
pay_northwind_1081,Indian Bank,upi,778.19,captured,,2,28
pay_northwind_1082,Axis Bank Ltd.,card,225.0,captured,,3,5
pay_northwind_1083,State Bank of India,upi,28.61,captured,,6,21
pay_northwind_1084,Canara Bank,upi,261.27,captured,,23,24
pay_northwind_1085,Axis Bank Ltd.,upi,167.99,captured,,2,18
pay_northwind_1086,Airtel Payments Bank Limited,upi,174.45,captured,,2,13
pay_northwind_1087,State Bank of India,card,246.11,captured,,0,20
pay_northwind_1088,Punjab National Bank,upi,58.02,captured,,5,7
pay_northwind_1089,Bank of Baroda,upi,117.93,captured,,0,6
pay_northwind_1090,State Bank of India,upi,296.74,captured,,2,26
pay_northwind_1091,HDFC Bank Ltd.,upi,54.77,captured,,3,7
pay_northwind_1092,State Bank of India,upi,260.59,captured,,23,28
pay_northwind_1093,Canara Bank,upi,2447.24,failed,transaction_frequency_limit_exceeded,5,20
pay_northwind_1094,State Bank of India,upi,489.91,captured,,23,4
pay_northwind_1095,State Bank of India,upi,895.22,captured,,23,1
pay_northwind_1096,State Bank of India,upi,835.15,captured,,0,20
pay_northwind_1097,Canara Bank,upi,339.91,captured,,1,24
pay_northwind_1098,Kotak Mahindra Bank,upi,716.25,captured,,22,12
pay_northwind_1099,HDFC Bank Ltd.,upi,346.95,captured,,23,25
pay_northwind_1100,HDFC Bank Ltd.,upi,554.57,failed,duplicate_refund_id,3,24
pay_northwind_1101,State Bank of India,upi,491.51,captured,,3,10
pay_northwind_1102,State Bank of India,upi,764.26,captured,,17,17
pay_northwind_1103,Axis Bank Ltd.,upi,985.18,captured,,23,14
pay_northwind_1104,HDFC Bank Ltd.,upi,568.5,captured,,3,11
pay_northwind_1105,State Bank of India,upi,91.45,captured,,14,11
pay_northwind_1106,Punjab National Bank,upi,1028.84,captured,,2,12
pay_northwind_1107,Airtel Payments Bank Limited,upi,72.28,captured,,2,25
pay_northwind_1108,Airtel Payments Bank Limited,upi,820.27,captured,,1,13
pay_northwind_1109,State Bank of India,upi,547.69,captured,,5,14
pay_northwind_1110,Indian Overseas Bank,upi,64.71,captured,,4,22
pay_northwind_1111,Bank of Baroda,upi,120.22,captured,,5,26
pay_northwind_1112,State Bank of India,upi,1857.67,captured,,0,10
pay_northwind_1113,State Bank of India,card,580.15,captured,,5,5
pay_northwind_1114,State Bank of India,upi,128.93,captured,,3,8
pay_northwind_1115,ICICI Bank Ltd.,upi,560.16,failed,transaction_frequency_limit_exceeded,23,8
pay_northwind_1116,Bank of Maharashtra,upi,111.92,captured,,5,25
pay_northwind_1117,Union Bank of India,upi,753.28,captured,,2,6
pay_northwind_1118,State Bank of India,upi,436.29,captured,,15,18
pay_northwind_1119,HDFC Bank Ltd.,card,126.83,captured,,5,27
pay_northwind_1120,HDFC Bank Ltd.,card,57.26,captured,,15,2
pay_northwind_1121,Kotak Mahindra Bank,upi,19691.13,captured,,3,28
pay_northwind_1122,ICICI Bank Ltd.,upi,4425.01,captured,,5,20
pay_northwind_1123,Kotak Mahindra Bank,upi,896.94,captured,,6,21
pay_northwind_1124,Axis Bank Ltd.,upi,2793.08,failed,transaction_daily_limit_exceeded,1,15
pay_northwind_1125,State Bank of India,upi,300.54,captured,,5,12
pay_northwind_1126,State Bank of India,card,769.84,captured,,2,12
pay_northwind_1127,HDFC Bank Ltd.,upi,175.53,captured,,4,19
pay_northwind_1128,HDFC Bank Ltd.,netbanking,156.59,captured,,2,14
pay_northwind_1129,Bank Of India,upi,385.67,failed,upi_app_technical_error,0,17
pay_northwind_1130,India Post Payments Bank Limited,upi,528.51,captured,,9,7
pay_northwind_1131,Canara Bank,upi,466.59,captured,,17,21
pay_northwind_1132,Indian Overseas Bank,upi,355.62,captured,,4,4
pay_northwind_1133,Canara Bank,upi,273.82,captured,,2,9
pay_northwind_1134,State Bank of India,upi,546.06,captured,,1,5
pay_northwind_1135,Fino Payments Bank Ltd.,upi,140.55,captured,,1,10
pay_northwind_1136,Bank of Baroda,netbanking,614.46,captured,,23,14
pay_northwind_1137,State Bank of India,upi,67.46,captured,,5,5
pay_northwind_1138,Punjab National Bank,upi,4131.73,failed,payment_pending,0,17
pay_northwind_1139,Fino Payments Bank Ltd.,upi,132.39,captured,,23,12
pay_northwind_1140,Indian Bank,upi,94.41,captured,,0,23
pay_northwind_1141,Bank of Baroda,upi,778.35,captured,,5,24
pay_northwind_1142,Central Bank of India,upi,587.56,captured,,23,11
pay_northwind_1143,Federal Bank Ltd.,upi,639.35,captured,,5,4
pay_northwind_1144,Kotak Mahindra Bank,upi,426.66,failed,otp_expired,23,12
pay_northwind_1145,State Bank of India,upi,599.49,captured,,5,2
pay_northwind_1146,Kotak Mahindra Bank,upi,37.64,captured,,1,23
pay_northwind_1147,Canara Bank,upi,176.67,captured,,3,12
pay_northwind_1148,State Bank of India,upi,149.89,captured,,0,23
pay_northwind_1149,ICICI Bank Ltd.,upi,886.94,captured,,4,12
pay_northwind_1150,State Bank of India,upi,33.9,captured,,4,27
pay_northwind_1151,Bank of Maharashtra,upi,626.8,captured,,3,19
pay_northwind_1152,Indian Overseas Bank,upi,261.45,captured,,23,27
pay_northwind_1153,HDFC Bank Ltd.,upi,16.06,captured,,15,15
pay_northwind_1154,Central Bank of India,upi,659.48,captured,,0,1
pay_northwind_1155,Canara Bank,upi,976.44,captured,,1,27
pay_northwind_1156,HDFC Bank Ltd.,card,226.27,captured,,23,17
pay_northwind_1157,Federal Bank Ltd.,upi,369.4,captured,,5,1
pay_northwind_1158,Fino Payments Bank Ltd.,card,2173.52,captured,,2,4
pay_northwind_1159,Union Bank of India,upi,12.77,captured,,5,24
pay_northwind_1160,Kotak Mahindra Bank,upi,42.77,captured,,2,18
pay_northwind_1161,Punjab National Bank,upi,644.02,captured,,20,6
pay_northwind_1162,Axis Bank Ltd.,upi,38.73,captured,,17,6
pay_northwind_1163,Punjab National Bank,upi,13.91,captured,,3,10
pay_northwind_1164,Bank of Baroda,upi,1830.13,captured,,4,9
pay_northwind_1165,Indusind Bank Ltd.,upi,211.95,captured,,2,28
